,problem_id,problem_code,assistment_id,problem_set_id,problem_set_type,problem_set_name,curriculum,grade_or_subject,unit,link,skill_codes,skill_names,problem_type,problem_body,attempts,correct_count,percent_correct,first_cwa,first_cwa_count,second_cwa,second_cwa_count,third_cwa,third_cwa_count,answer
202051,1531020.0,PRABFEJ9,1076598.0,PSA7VT7,,10.A Multi-Step Test Prep,Textbook Curricula,Holt McDougal Littell,HS: Holt Algebra I (2012),https://app.assistments.org/find/lv/lesson/328910/851970,,,numeric,"<p>Page 724 #3</p>
<p>&nbsp;</p>
<p>Find the median.</p>",,,,,,,,,,5158
38340,1995174.0,PRABSP5X,1382744.0,PSABVMY5,Student Facing Tasks,5.6 Lesson 5 Multi-step Conversion Problems: Metric Length (5.NBT.A.1),Open Up Resources,Grade 5,Unit 6 - More Decimal and Fraction Operations,https://app.assistments.org/find/lv/lesson/366721/1470046,5.MD.A.1-1,Convert Among Metric Measurement Units,open_response,<p>Explain your reasoning.&nbsp;</p>,14.0,0.0,0.0,,,,,,,
20928,1803635.0,PRABNM94,1261787.0,PSABD2N4,,10.3 Generating Equivalent Expressions: Guided Practice (6.EE.3),Textbook Curricula,Houghton-Mifflin-Harcourt,Go Math Middle School,https://app.assistments.org/find/lv/lesson/333085/1035363,,,numeric,"<p>Page 280 #1</p>
<p>&nbsp;</p>
<p>Evaluate 4 + 4y for y = 5.</p>",,,,,,,,,,24
103346,1508690.0,PRABEU3Y,1059787.0,PSABMQPA,End-of-Unit(A),7.4 End-of-Unit Assessment (A),Kendall Hunt Illustrative Mathematics,Grade 7,Unit 4 - Proportional Relationships and Percentages,https://app.assistments.org/find/lv/lesson/362975/1234296,7.RP.A.2c,Represent Proportional Relationships with Equations,choose_1,"<p>Priya has a recipe for banana bread. She uses&nbsp;<span id=""MathJax-Element-35-Frame"" class=""MathJax"" tabindex=""-1""><span id=""MathJax-Span-241"" class=""math""><span id=""MathJax-Span-242"" class=""mrow""><span id=""MathJax-Span-243"" class=""mn""></span><img class=""Wirisformula"" src=""/pluginwiris_engine/app/showimage?formula=d4b280fb66cafdaffccb4dc55bb06ab6"" align=""middle"" data-mathml=""&laquo;math xmlns=&uml;http://www.w3.org/1998/Math/MathML&uml;&raquo;&laquo;mn&raquo;7&laquo;/mn&raquo;&laquo;mfrac&raquo;&laquo;mn&raquo;1&laquo;/mn&raquo;&laquo;mn&raquo;2&laquo;/mn&raquo;&laquo;/mfrac&raquo;&laquo;/math&raquo;"" /><span id=""MathJax-Span-244"" class=""mfrac""><span id=""MathJax-Span-246"" class=""mn""></span></span></span></span></span>&nbsp;cups of flour to make 3 loaves of banana bread.</p>
<div id=""assessment_problem__statement"" class=""is--multi-choice content-section"">
<p>Andre will follow the same recipe. He will make&nbsp;<span id=""MathJax-Element-36-Frame"" class=""MathJax"" tabindex=""-1""><span id=""MathJax-Span-247"" class=""math""><span id=""MathJax-Span-248"" class=""mrow""><span id=""MathJax-Span-249"" class=""mi"">b</span></span></span></span>&nbsp;loaves of banana bread&nbsp;using&nbsp;<span id=""MathJax-Element-37-Frame"" class=""MathJax"" tabindex=""-1""><span id=""MathJax-Span-250"" class=""math""><span id=""MathJax-Span-251"" class=""mrow""><span id=""MathJax-Span-252"" class=""mi"">f</span></span></span></span>&nbsp;cups of flour.</p>
<p>Which of these&nbsp;equations represents the relationship between&nbsp;<span id=""MathJax-Element-38-Frame"" class=""MathJax"" tabindex=""-1""><span id=""MathJax-Span-253"" class=""math""><span id=""MathJax-Span-254"" class=""mrow""><span id=""MathJax-Span-255"" class=""mi"">b</span></span></span></span>&nbsp;and&nbsp;<span id=""MathJax-Element-39-Frame"" class=""MathJax"" tabindex=""-1""><span id=""MathJax-Span-256"" class=""math""><span id=""MathJax-Span-257"" class=""mrow""><span id=""MathJax-Span-258"" class=""mi"">f</span></span></span></span>?</p>
<p>&nbsp;</p>
<table style=""height: 89px;"" width=""234"">
<tbody>
<tr>
<td style=""width: 109px; text-align: center;"">A</td>
<td style=""width: 109px; text-align: center;"">
<p><img id=""mce_1"" class=""Wirisformula"" style=""max-width: none;"" src=""/pluginwiris_engine/app/showimage?formula=d06855c4fb754991c9e3022238754cb3"" align=""middle"" data-mathml=""&laquo;math xmlns=&uml;http://www.w3.org/1998/Math/MathML&uml;&raquo;&laquo;mi&raquo;b&laquo;/mi&raquo;&laquo;mo&raquo;=&laquo;/mo&raquo;&laquo;mfrac&raquo;&laquo;mn&raquo;2&laquo;/mn&raquo;&laquo;mn&raquo;9&laquo;/mn&raquo;&laquo;/mfrac&raquo;&laquo;mi&raquo;f&laquo;/mi&raquo;&laquo;/math&raquo;"" /></p>
</td>
</tr>
<tr>
<td style=""width: 109px; text-align: center;"">B</td>
<td style=""width: 109px; text-align: center;"">
<p><img id=""mce_3"" class=""Wirisformula"" style=""max-width: none;"" src=""/pluginwiris_engine/app/showimage?formula=a0e86a1d01d96ecb9093e84df3278976"" align=""middle"" data-mathml=""&laquo;math xmlns=&uml;http://www.w3.org/1998/Math/MathML&uml;&raquo;&laquo;mi&raquo;b&laquo;/mi&raquo;&laquo;mo&raquo;=&laquo;/mo&raquo;&laquo;mfrac&raquo;&laquo;mn&raquo;2&laquo;/mn&raquo;&laquo;mn&raquo;5&laquo;/mn&raquo;&laquo;/mfrac&raquo;&laquo;mi&raquo;f&laquo;/mi&raquo;&laquo;/math&raquo;"" /></p>
</td>
</tr>
<tr>
<td style=""width: 109px; text-align: center;"">C</td>
<td style=""width: 109px; text-align: center;"">
<p><img id=""mce_4"" class=""Wirisformula"" style=""max-width: none;"" src=""/pluginwiris_engine/app/showimage?formula=fb6b0124838904c888a86490944f7615"" align=""middle"" data-mathml=""&laquo;math xmlns=&uml;http://www.w3.org/1998/Math/MathML&uml;&raquo;&laquo;mi&raquo;b&laquo;/mi&raquo;&laquo;mo&raquo;=&laquo;/mo&raquo;&laquo;mfrac&raquo;&laquo;mn&raquo;5&laquo;/mn&raquo;&laquo;mn&raquo;2&laquo;/mn&raquo;&laquo;/mfrac&raquo;&laquo;mi&raquo;f&laquo;/mi&raquo;&laquo;/math&raquo;"" /></p>
</td>
</tr>
<tr>
<td style=""width: 109px; text-align: center;"">D</td>
<td style=""width: 109px; text-align: center;"">
<p><img id=""mce_5"" class=""Wirisformula"" style=""max-width: none;"" src=""/pluginwiris_engine/app/showimage?formula=78cb7c597db244b0a3bccbc397a8d044"" align=""middle"" data-mathml=""&laquo;math xmlns=&uml;http://www.w3.org/1998/Math/MathML&uml;&raquo;&laquo;mi&raquo;b&laquo;/mi&raquo;&laquo;mo&raquo;=&laquo;/mo&raquo;&laquo;mfrac&raquo;&laquo;mn&raquo;9&laquo;/mn&raquo;&laquo;mn&raquo;2&laquo;/mn&raquo;&laquo;/mfrac&raquo;&laquo;mi&raquo;f&laquo;/mi&raquo;&laquo;/math&raquo;"" /></p>
</td>
</tr>
</tbody>
</table>
</div>",2934.0,1255.0,42.8,C,1974.0,D,674.0,A,460.0,B
188467,677557.0,PRARNH9,427892.0,PSAGCPJ,,12-6 Permutations and Combinations,Textbook Curricula,Glencoe McGraw-Hill,"HS: Algebra I (2012,2014)",https://app.assistments.org/find/lv/lesson/328832/181048,,,old_algebra,"<p>#37b Round to the nearest hundredth of a percent. (Do not include percent sign, %)</p>",,,,,,,,,,99.97
25689,1569449.0,PRABGDBG,1105187.0,PSA8M2Y,Mid-Module,3.1 Mid-Module Assessment,EngageNY/Eureka Math (© by Great Minds®) *,Grade 3,Module 1 - Properties of Multiplication and Division and Solving Problems with Units of 2-5 and 10,https://app.assistments.org/find/lv/lesson/364083/874283,3.OA.A.1,Interpret Products of Whole Numbers,numeric,"<p>Fill in the blanks below to show how she added the five rows.</p>
<p>&nbsp;</p>
<p><span style=""text-decoration: underline;"">________</span> fives + ________ fives = ________ fives</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><span style=""font-weight: 400;"">List the&nbsp;missing numbers&nbsp;in a list separated by commas and without extra spaces.</span><span style=""font-weight: 400;""><br /></span></p>
<p><span style=""font-weight: 400;"">For example: 1,2,3</span></p>",5215.0,4046.0,77.6,1,62.0,15,59.0,4,50.0,"2,3,5, 3,2,5"
441561,1596942.0,PRABGZR3,1123867.0,PSA9C68,,8-4 Trigonometry,Textbook Curricula,Glencoe McGraw-Hill,HS: Geometry (2018),https://app.assistments.org/find/lv/lesson/328849/896518,,,fill_in_ignore_case,<p>TanL as a fraction.</p>,3.0,2.0,66.7,,,,,,,13/84
179978,1658856.0,PRABJGHA,1167832.0,PSABM6N7,Student Facing Tasks,"Acc7.3 Lesson 10 Different Options for Solving One Equation (7.NS.A, 7.EE.B.4.a)",Kendall Hunt Illustrative Mathematics,Grade 7 Accelerated,Unit 3 - Writing and Solving Equations,https://app.assistments.org/find/lv/lesson/356883/1247747,7.EE.B.4a-1,Solve 2-Step Equations,numeric,"<p>-10(x - 1.7) = -3</p>
<p>&nbsp;</p>
<p>x = _____</p>",1835.0,1001.0,54.6,1.4,120.0,-1.4,120.0,-3,108.0,2
338789,2012228.0,PRABSYWK,1391165.0,PSABS7WN,Practice Problems (Section A),1.5 Section A Practice Problems: Add Without Making a Ten,Kendall Hunt Illustrative Mathematics,Grade 1,Unit 5 - Adding Within 100,https://app.assistments.org/find/lv/lesson/361151/1397894,1.NBT.C.4,Add Within 100 Using Place Value Strategies,open_response,<p>Can you find the value&nbsp;in a different way?</p>,1.0,0.0,0.0,,,,,,,
30964,162093.0,PRAC6HN,85757.0,PSAMZB,,(A.SSE.A.1a) Interpreting Parts of an Expression Skill Builder,Skill Builders,High School: Algebra ,(SSE) Seeing Structure in Expressions,https://app.assistments.org/find/lv/lesson/328747/10293,HSA.SSE.A.1a,Interpret Parts of an Expression,choose_1,"<p>Indicate whether the given polynomial is a monomial, binomial, or trinomial:</p>
<p>&nbsp;</p>
<p></p>
<p>2p<sup>2</sup> +6p -14</p>
<p>&nbsp;</p>",48.0,34.0,70.8,Binomial,8.0,Monomial,3.0,,,Trinomial
52612,1547861.0,PRABFTKH,1088138.0,PSAZRTH,Problem Set,4.1 Lesson 6 (4.NBT.A.2),EngageNY/Eureka Math (© by Great Minds®) *,Grade 4,"Module 1 - Place Value, Rounding, and Algorithms for Addition and Subtraction",https://app.assistments.org/find/lv/lesson/357379/669359,4.NBT.A.1,Recognize & Apply Concepts of Place Value Relationships,open_response,"<p>1. Label the place value chart below. Use place value disks to find the sum or difference.</p>
<p>&nbsp;</p>
<p>c. 230,070 is _______________________________________ than 130,070.</p>
<p>&nbsp;</p>
<p><img id=""mce_1"" src=""/images/assistments/171815.jpg"" width=""766"" height=""146"" /></p>
<p>&nbsp;</p>
<p>Complete this part&nbsp;on paper,&nbsp;take a picture of your place value chart, and upload it using the image upload icon&nbsp;<img id=""mce_2"" src=""/images/assistments/100953.jpg"" alt="""" width=""34"" height=""29"" /></p>
<p>&nbsp;</p>
<p><img id=""mce_3"" src=""/images/assistments/58770.jpg"" width=""51"" height=""20"" /></p><p style=""font-size: 10px; text-align: right"">
    Modified from <a href=""https://www.engageny.org/"" target=""_blank"">EngageNY</a> &copy;Great Minds <a href=""https://new.assistments.org/curricula/great-minds"" target=""_blank"">Disclaimer</a>
</p>",3463.0,118.0,3.4,,,,,,,
213148,1865825.0,PRABG3E5,1125481.0,PSABH7CD,Student Facing Tasks,6.2 Lesson 15 (6.RP.A.3),Kendall Hunt Illustrative Mathematics,Grade 6,Unit 2 - Introducing Ratios,https://app.assistments.org/find/lv/lesson/351055/1159031,6.RP.A.3a,Create Tables to Compare Equivalent Ratios,numeric,"<p><strong>How much&nbsp;soy sauce will you need?</strong></p>
<p>&nbsp;</p>
<p>Do not include units (cups) in your answer.&nbsp;</p>",829.0,588.0,70.9,21,58.0,7,40.0,84,28.0,14
350364,2048147.0,PRABTKDP,1408931.0,PSABUWS3,Diagnostic,Eureka Acceleration Grade 2 Module 7 Topic A-B,Eureka Math Diagnostic Tools,Grade 2,Module 7,https://app.assistments.org/find/lv/lesson/365677/1448716,2.MD.C.8,Solve Word Problems Involving Money,choose_1,"<p><span style=""font-weight: 400;"" data-mce-fragment=""1"">Match the pennies to the coin with the same value.</span></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><img id=""mce_1"" src=""/images/assistments/494462.jpg"" width=""383"" height=""227"" /></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>Match the coin diagram does <strong>Coin i</strong> match?&nbsp;</p>
<p>&nbsp;&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p style=""text-align: right;""><span style=""font-size: 8pt;""><a class=""waffle-rich-text-link"" href=""https://www.engageny.org/"">Modified from EngageNY &copy;GreatMinds</a></span></p>",,,,,,,,,,Diagram b
111819,1378262.0,PRABBMWB,963512.0,PSA2TAM,Classwork,"Precalculus, M1, Lesson 10 (N.CN.B.5)",EngageNY/Eureka Math (© by Great Minds®) *,Pre-Calculus and Advanced Topics,Module 1 - Complex Numbers and Transformations.,https://app.assistments.org/find/lv/lesson/358046/700579,HSN.CN.B.5,Apply Math Operations of Complex Numbers Geometrically on the Complex Plane,algebra,"<p><img src=""/images/assistments/107556.jpg"" alt="""" /></p>
<p>&nbsp;</p>
<p><img src=""/images/assistments/107558.jpg"" alt="""" /></p>
<p>&nbsp;</p>
<p><img src=""/images/assistments/58770.jpg"" alt="""" width=""51"" height=""20"" /></p><p style=""font-size: 10px; text-align: right"">
    Modified from <a href=""https://www.engageny.org/"" target=""_blank"">EngageNY</a> &copy;Great Minds <a href=""https://new.assistments.org/curricula/great-minds"" target=""_blank"">Disclaimer</a>
</p>",4.0,4.0,100.0,,,,,,,3-2i
131363,1372922.0,PRABBF3R,958875.0,PSA2QEV,Problem Set,"Algebra II, M1, Lesson 40 (N.CN.C.7, N.CN.C.9, A.REI.B.4)",EngageNY/Eureka Math (© by Great Minds®) *,Algebra II,"Module 1 - Polynomial, Rational, and Radical Relationships",https://app.assistments.org/find/lv/lesson/357899/697828,HSN.CN.C.7,Solve Quadratic Equations with Real Coefficients & Complex Solutions,numeric,"<p><img src=""/images/assistments/105629.jpg"" alt="""" /></p>",51.0,42.0,82.4,2,5.0,5,2.0,0,1.0,6
387173,418605.0,PRAJDMJ,241529.0,PSABKKM,,(4.NF.B.3c) Adding Mixed Numbers with Like Denominators Skill Builder,Skill Builders,Grade 4,(NF) Number and Operations - Fractions ,https://app.assistments.org/find/lv/lesson/328739/38729,4.NF.B.3c-1,Add Mixed Numbers with Like Denominators,fill_in_1,"<p>Find the sum:</p>
<p>&nbsp;</p>
<table id=""_mc_tmp"" border=""0"" align=""center"">
<tbody>
<tr>
<td>5 </td>
<td align=""center""><sub>7</sub><br /> 
<hr />
<p><sup>12</sup></p>
</td>
<td id=""_mc_tmp"" align=""center"">&nbsp;+&nbsp;</td>
<td>3 </td>
<td align=""center""><sub>11</sub><br /> 
<hr style=""-webkit-text-decorations-in-effect: none;"" />
<p><sup>12</sup></p>
</td>
</tr>
</tbody>
</table>
<p>&nbsp;</p>
<p>Answers must be in the form of a <strong><span style=""text-decoration: underline;""><em>reduced proper fraction</em></span></strong> (example 2/7) or a <strong><span style=""text-decoration: underline;""><em>mixed number</em></span></strong> with a space between the whole number and the fraction (example 3 5/8)</p>",12.0,2.0,16.7,8 18/12,2.0,9 6/12,2.0,8 7/12,1.0,9 1/2
102867,2013092.0,PRABSZD5,1391647.0,PSABVMH4,Student Facing Tasks,"1.4 Lesson 11 Add Tens to Two-digit Numbers (1.NBT.B.2, 1.NBT.B.2.c, 1.NBT.C.4)",Open Up Resources,Grade 1,Unit 4 - Numbers to 99,https://app.assistments.org/find/lv/lesson/366114/1469611,1.OA.D.8,Determine the Unknown Number in Addition or Subtraction Equations,open_response,"<p>Show your thinking using drawings, numbers, or words.</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>If you use drawings, create your drawing on paper, take a picture, and upload it using the image upload icon&nbsp;<img id=""mce_1"" src=""/images/assistments/478161.jpg"" width=""34"" height=""29"" /></p>
<p>&nbsp;</p>
<p>If you do not have the ability to upload an image of your drawing, type ""Work is on paper.""</p>
<p>&nbsp;</p>",13.0,0.0,0.0,,,,,,,
252389,1770682.0,PRABM49Y,1246407.0,PSABSFRA,Student Facing Tasks,"Alg2.2 Lesson 26 Using the Sum (HSA-SSE.B.4, HSA-SSE.A.1)",Kendall Hunt Illustrative Mathematics,Algebra 2,Unit 2 - Polynomials and Rational Functions ,https://app.assistments.org/find/lv/lesson/358453/1375625,HSA.SSE.B.4,Derive & Use Formulas for The Sum of Finite Geometric Series,open_response,<p>Do these predictions seem reasonable? Explain your reasoning.</p>,4.0,0.0,0.0,,,,,,,
362828,1458639.0,PRABDRW3,1026961.0,PSA563P,,"4.2e Homework: Equations of Proportional Relationships 𝒚 = 𝒌𝒙 (7.RP.1, 7.RP.2, 7.RP.2a, 7.RP.2b, 7.RP.2c, 7.RP.2d, 7.RP.3)",The Utah Middle School Math Project,Grade 7,Chapter 4: Ratio and Proportion,https://app.assistments.org/find/lv/lesson/329677/801269,7.RP.A.2c,Represent Proportional Relationships with Equations,numeric,<p>(cont.) Fill in the second blank.</p>,144.0,60.0,41.7,-8,29.0,8,8.0,-1.6,6.0,-32
428618,213503.0,PRADYG4,109765.0,PSARST,,(7.EE.A.2) Recognizing Equivalent Expressions Skill Builder,Skill Builders,Grade 7,(EE) Expressions and Equations ,https://app.assistments.org/find/lv/lesson/328753/13935,7.EE.A.2,Understand Equivalent Expressions in Context,choose_1,"<p>Determine&nbsp;if the following expressions are equivalent.</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<table style=""height: 102px;"" border=""2"" width=""234"">
<tbody>
<tr style=""height: 25px;"">
<td style=""width: 224px; text-align: center; height: 25px;""><img class=""Wirisformula"" style=""max-width: none; vertical-align: -2px;"" src=""/pluginwiris_engine/app/showimage?formula=1be481e718bb1f9725c1129752a53662&amp;cw=217&amp;ch=16&amp;cb=14"" alt=""negative 6 left parenthesis 7 x space plus space 1 right parenthesis space plus space left parenthesis negative 25 right parenthesis space plus space 15 x"" width=""217"" height=""16"" align=""middle"" data-mathml=""&laquo;math xmlns=&uml;http://www.w3.org/1998/Math/MathML&uml;&raquo;&laquo;mo&raquo;-&laquo;/mo&raquo;&laquo;mn&raquo;6&laquo;/mn&raquo;&laquo;mo&raquo;(&laquo;/mo&raquo;&laquo;mn&raquo;7&laquo;/mn&raquo;&laquo;mi&raquo;x&laquo;/mi&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mo&raquo;+&laquo;/mo&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mn&raquo;1&laquo;/mn&raquo;&laquo;mo&raquo;)&laquo;/mo&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mo&raquo;+&laquo;/mo&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mo&raquo;(&laquo;/mo&raquo;&laquo;mo&raquo;-&laquo;/mo&raquo;&laquo;mn&raquo;25&laquo;/mn&raquo;&laquo;mo&raquo;)&laquo;/mo&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mo&raquo;+&laquo;/mo&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mn&raquo;15&laquo;/mn&raquo;&laquo;mi&raquo;x&laquo;/mi&raquo;&laquo;/math&raquo;"" /></td>
</tr>
<tr style=""height: 25px;"">
<td style=""width: 224px; text-align: center; height: 25px;""><img id=""mce_2"" class=""Wirisformula"" style=""max-width: none; vertical-align: -1px;"" src=""/pluginwiris_engine/app/showimage?formula=09997044e5c9c1a500e966c7e26b5990&amp;cw=116&amp;ch=16&amp;cb=14"" alt=""negative 27 x space plus space left parenthesis negative 31 right parenthesis"" width=""116"" height=""16"" align=""middle"" data-mathml=""&laquo;math xmlns=&uml;http://www.w3.org/1998/Math/MathML&uml;&raquo;&laquo;mo&raquo;-&laquo;/mo&raquo;&laquo;mn&raquo;27&laquo;/mn&raquo;&laquo;mi&raquo;x&laquo;/mi&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mo&raquo;+&laquo;/mo&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mo&raquo;(&laquo;/mo&raquo;&laquo;mo&raquo;-&laquo;/mo&raquo;&laquo;mn&raquo;31&laquo;/mn&raquo;&laquo;mo&raquo;)&laquo;/mo&raquo;&laquo;/math&raquo;"" /></td>
</tr>
</tbody>
</table>",355.0,178.0,50.1,"No, the two expressions are not equivalent",163.0,,,,,"Yes, the two expressions are equivalent"
67159,755466.0,PRATHBD,483417.0,PSAG8A4,,2.1 Congruent Figures,Textbook Curricula,Big Ideas Learning,Grade 8: Blue (2014),https://app.assistments.org/find/lv/lesson/328657/206640,,,old_algebra,"<p>#12<strong>d</strong></p>
<p>Do not include units, ft.</p>",46.0,27.0,58.7,76,5.0,64,3.0,56,3.0,96
270866,1848010.0,PRABPQEB,1293631.0,PSABBFBS,Student Facing Tasks,"8.5 Lesson 4: Tables, Equations, and Graphs of Functions (8.F.A.1, 8.F.A.3)",Open Up Resources,Grade 8,Unit 5 - Functions and Volume,https://app.assistments.org/find/lv/lesson/355735/958163,8.F.A.1,Understand Definition of a Function,open_response,"<p>For Graph A:</p>
<p>&nbsp;</p>
<p>Find two more input-output pairs. What do they tell you about the situation? Label the corresponding points on the graph.</p>
<p>&nbsp;</p>
<p>Draw your graph on paper, take a picture, and upload it using the upload icon&nbsp;<img src=""/images/assistments/100953.jpg"" alt="""" width=""34"" height=""29"" /><br /><br /><br /><br />If you do not have the ability to upload an image of your work, type ""Graph is on paper.""</p>",315.0,12.0,3.8,,,,,,,
71022,1395944.0,PRABB43N,978092.0,PSA3ATX,,7.4 The Percent Equation,Textbook Curricula,Holt McDougal Littell,Pre-Algebra (2012),https://app.assistments.org/find/lv/lesson/328956/715500,,,numeric,"<p>Page 365 #39<br /><br /><br /></p>
<p>Do not include units in your answer.</p>",26.0,19.0,73.1,0.125,3.0,.125,2.0,,,12.5
148314,2043149.0,PRABTGCQ,1406018.0,PSABUFGY,,Grade 10 Mathematics Released State Test 2021,Released State Practice Tests,Massachusetts,Grade 10 MCAS,https://app.assistments.org/find/lv/lesson/330361/1434980,HSG.GPE.B.5,Prove & Apply Knowledge of Slopes of Parallel/Perpendicular Lines,numeric,"<p>Write an equation of the line that is <strong>perpendicular</strong> to line <em>f</em> and passes through point <em>Q</em>.</p>
<p>&nbsp;</p>
<p><span style=""font-weight: 400;"">Complete the equation below.</span></p>
<p>&nbsp;</p>
<p><span style=""font-weight: 400;"">x = _______________</span></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",98.0,59.0,60.2,-2,9.0,2,3.0,-1/2,2.0,3
